en,ja
Illness,病苦
hospital,病院
Symptoms,症候
happy,痛快
pervert,痴漢
summit,登頂
White Blade,白刃
white night,白夜
White,白子
White soup,白湯
White turbidity,白濁
polar bear,白熊
White Hot,白熱
arctic fox,白狐
White of the eyes,白目
Blank vote,白票
White line,白線
whitefish,白魚
Baichuan,百川
Rise and Fall,盛衰
cecum,盲腸
Intuition,直感
straightforward,直截
Direct writing,直筆
direct line,直系
Directly under the jurisdiction of,直轄
inheritance,相承
Contradictory,相違
Self-examination,省察
between the eyebrows,眉間
signboard,看板
True Suchness,真如
Authenticity,真性
Red sea bream,真鯛
eyes,眼目
A feast for the eyes,眼福
Water Lily,睡蓮
meditation,瞑想
tanka,短歌
stonemason,石工
rock garden,石庭
sarcophagus,石棺
asbestos,石綿
catastrophe,破局
Breaking the precepts,破戒
debris,破片
Broken Mirror,破鏡
nitric acid,硝酸
hard water,硬水
Hardcore,硬派
Hard Pen,硬筆
blue eyes,碧眼
magnetic force,磁力
magnetic pole,磁極
magnet,磁石
upright,磊落
Manifestation,示現
Prayer,祈願
immortal,神仙
Artifact,神器
Solemn,神妙
deity,神格
deities,神祇
clergy,神職
Festival,祭典
sacrificial vessels,祭器
sacrifice,祭祀
Prohibition,禁制
fishing ban,禁漁
No alcohol,禁酒
Private Message,私信
Private Server,私服
private law,私法
Second hand,秒針
secret techniques,秘技
Migration,移住
transposition,移調
crude,稚拙
Practice,稽古
cereal,穀類
Years,積年
drilling,穿鑿
Statue,立像
virginity,童貞
Terminals,端子
End,端緒
race walking,競走
childhood sweetheart,竹馬
comedy,笑劇
Pen Power,筆力
conversation by writing,筆談
Equation,等式
Strategist,策士
Strategy,策謀
abacus,算盤
My humble opinion,管見
Miniature garden,箱庭
Morality,節操
fortification,築城
Dedicated,篤志
bookkeeping,簿記
rice warehouse,米倉
rice bran,米糠
essential oils,精油
settlement,精算
Rice polishing,精米
Spirit,精魂
carbohydrate,糖類
feces and urine,糞尿
Red Tide,紅潮
Coat of Arms,紋章
Pure Love,純愛
Paper Fish,紙魚
amateur,素人
bare hands,素手
plain noodles,素面
Purpura,紫斑
Perilla,紫蘇
Progressive,累進
Details,細目
Details,細部
Endgame,終局
form a cabinet,組閣
Conclusion,結末
barrier,結界
nodules,結節
strangulation,絞殺
control,統制
Integration,統合
Rule,統御
Command,統率
Mesh,網目
Omentum,網膜
dense,綿密
Incense sticks,線香
Contracting,締約
Compiled,編著
Urgent,緩急
Experienced,練達
dense,緻密
Penalties,罰則
amniotic fluid,羊水
Midea,美的
Good story,美談
Group Theory,群論
stepmother,義母
prosthetic limbs,義肢
emergence,羽化
calligraphy,習字
elder,老人
Old age,老境
Wife,老婆
consider,考慮
Durability,耐久
Water resistant,耐水
refractory,耐火
Heat resistant,耐熱
Indulgence,耽溺
Danmei,耽美
Holy Scripture,聖典
hymn,聖歌
Priesthood,聖職
Holy Miracles,聖跡
workplace,職場
Flesh,肉感
meat juice,肉汁
gastric juice,胃液
stomachache,胃痛
betrayal,背信
spine,背骨
fetal movement,胎動
viviparous,胎生
germ,胚芽
afterbirth,胞衣
cucumber,胡瓜
sesame,胡麻
thoracic,胸椎
thymus,胸腺
pleura,胸膜
sternum,胸骨
pulsation,脈動
renal pelvis,腎盂
rancid,腐臭
hip bones,腰骨
Intestinal tract,腸管
ascites,腹水
peritoneum,腹膜
conjecture,臆見
vassal,臣下
Loss of consciousness,自失
self-discipline,自律
nature,自然
Self-destruction,自爆
Supreme,至高
Maiko,舞妓
Ship registry,船籍
bridge,艦橋
Ship,艦船
shipborne,艦載
beloved,良人
color blindness,色弱
Eyes,色目
inflorescence,花序
firework,花火
Entertainment District,花街
Oiran,花魁
seedbed,苗床
Predicament,苦境
Complaints,苦情
Herbs,草本
herbivorous,草食
load,荷重
fungus,菌類
Chinese,華族
Rockfall,落石
failing,落第
vein,葉脈
folic acid,葉酸
book,著作
Famous,著名
Writing a book,著書
writing,著述
Pueraria root,葛根
conflict,葛藤
Funeral,葬儀
funeral,葬式
Ignorance,蒙昧
Konjac,蒟蒻
Kamaboko,蒲鉾
transpiration,蒸散
accumulation,蓄積
small profits,薄利
Unfortunate fate,薄命
Unfortunate,薄幸
fickle,薄情
dusk,薄暮
potato,薯蕷
algae,藻類
Su Sheng,蘇生
bedding,蘊蓄
iris,虹彩
Rainbow,虹鱒
meandering,蛇行
superfluous,蛇足
uprising,蜂起
mandarin oranges,蜜柑
dragonfly,蜻蛉
Harmony,融和
Melting,融解
flexibility,融通
hematuria,血尿
vampires,血族
thrombus,血栓
hematoma,血腫
peddler,行商
Between the lines,行間
topsoil,表土
Notation,表記
Phonetic,表音
bedding,被服
reinforcement,補強
patch,補綴
Complementary colors,補色
naked eye,裸眼
Compound interest,複利
compound eyes,複眼
Double track,複線
watermelon,西瓜
West end,西端
Abstract,要旨
Regulation,規制
law,規律
Regulation,規正
Regulations,規約
Parallax,視差
dear,親愛
Kin,親族
Friendly,親睦
wrestling,角力
Antipyretic,解熱
Termination,解約
dissociation,解離
Statement,言明
Instructions,訓示
Notation,記法
Betrothal,許嫁
Appeal,訴求
fraud,詐取
fraud,詐欺
Prototype,試作
Audition,試演
Tasting,試飲
Talking skills,話術
pledge,誓約
Abduction,誘拐
End of sentence,語尾
Etymology,語源
misprint,誤植
Misuse,誤用
Tuition,課金
Tuning,調律
tuning,調音
On the Law,論法
banter,諧謔
edict,諭旨
Various,諸般
Lecture,講筵
Lectures,講習
Insight,識見
agreed,議定
seats,議席
Resolution,議決
House of Representatives,議院
calumny,讒言
soy milk,豆乳
soybean oil,豆油
Luxurious,豪奢
heavy rain,豪雨
Scallop,貝柱
chaebol,財閥
poor and weak,貧弱
Poverty,貧相
Buying sex,買春
cost,費用
qualifications,資格
wise,賢明
Quality,質素
red tide,赤潮
Lean meat,赤身
Assigned,赴任
Brushed,起毛
Crossing borders,越境
vaulting horse,跳馬
Toka,踏歌
Trampling,踏襲
Hesitation,躑躅
Military Merit,軍功
Military Affairs,軍務
Military power,軍勢
naval port,軍港
imposing,軒昂
ointment,軟膏
Poor,較差
Crop rotation,輪作
round robin,輪唱
Locomotive,轆轤
Farming,農事
Farm,農園
farmland,農地
circuitous,迂闊
Near East,近東
offshore,近海
shortcut,近道
Recently,近頃
predicate,述語
camouflage,迷彩
Follow-up,追記
ratification,追認
Retirement,退任
Leave,退席
retreat,退散
regression,退行
Evacuation,退避
Discharge,退院
Counterattack,逆襲
sequentially,逐次
Usually,通例
commute,通勤
wake,通夜
ultimatum,通牒
rapid fire,速射
Linkage,連動
unity,連合
losing streak,連敗
Lian Ge,連歌
Forsythia,連翹
Water ingress,進水
Advice,進言
Approach,進路
Anecdotes,逸話
sports,運動
Fortune,運勢
Fate,運命
overheat,過熱
Taoist Priest,道長
Expert,達人
Disharmony,違和
Remote Cause,遠因
long-term considerations,遠慮
Appropriate,適切
Eligibility,適格
Suffering,遭難
posthumous works,遺作
Remaining Ink,遺墨
Legacy,遺志
grudge,遺恨
Survivors,遺族
posthumous manuscripts,遺稿
Legacy,遺訓
remains,遺骨
remains,遺骸
Return to secular life,還俗
heretical,邪道
obstacle,邪魔
category,部類
consider,酌量
Cooperate,配合
Color,配色
drunkenness,酩酊
enzyme,酵素
cruel,酷烈
Daigo,醍醐
Ugly,醜態
bigamy,重婚
Important Cultural Property,重文
heavy oil,重油
Reprint,重版
heavy artillery,重砲
important officials,重臣
burden,重荷
Heavy Responsibility,重責
Wild Fun,野趣
kumquat,金柑
gold foil,金箔
Amount,金額
fishing tackle,釣具
lily of the valley,鈴蘭
Silver River,銀漢
Silver,銀製
Gong,銅鑼
Koi,錦鯉
intricate,錯綜
optical illusion,錯視
analgesia,鎮痛
long handle,長柄
Long Objects,長物
eldest son,長男
feldspar,長石
long sleeves,長袖
Nagano,長野
boots,長靴
Sect,門派
Threshold,門限
atresia,閉鎖
Lecture,開講
Leisure,閑居
Sinecures,閑職
Leisurely,閑雅
Interlude,間奏
Cabinet ministers,閣僚
Cabinet meeting,閣議
Disaster Prevention,防災
surrender,降伏
demotion,降格
weeding,除草
petition,陳情
potter,陶工
Land transportation,陸運
Yang Yan,陽炎
barrier,障壁
Masato,雅人
Intensive,集約
daisy,雛菊
Weaning,離乳
clutch,離合
Imperial Villa,離宮
outlying islands,離島
Difficult to understand,難解
rain gear,雨具
Mica,雲母
Thunderbird,雷鳥
Potential,電位
Charge,電荷
ionization,電離
epicenter,震源
earthquake,震災
frost and snow,霜雪
Non-nuclear,非核
Criticism,非難
resemblance,面影
Kurama,鞍馬
castigate,鞭撻
tuning fork,音叉
Range,音域
temperament,音律
sound waves,音波
tone deaf,音痴
pitch,音程
Speed ​​of Sound,音速
rhythm,韻律
verse,韻文
Top hat,頂戴
Ranking,順位
Sequential,順次
setbacks,頓挫
Possession,領有
skull,頭蓋
Head,頭角
Head-heavy,頭重
Frequency,頻度
Classified Books,類書
concern,顧慮
scenery,風光
terroir,風土
Feng Shui,風水
Wind Point,風穴
Rumor,風聞
Feng Zhi,風致
Wind evil,風邪
dashing,颯爽
Scattering,飛散
Droplets,飛沫
food,食料
ingredients,食材
hunger,飢餓
Feeding,飼育
Bakery,餅屋
beekeeping,養蜂
Hungry Ghost,餓鬼
Farewell,餞別
Feast,饗宴
first place,首位
First round,首輪
Horse harness,馬具
Ma Zi,馬子
red deer,馬鹿
residency,駐留
ribs,骨子
Bone Method,骨法
Skeleton,骸骨
high interest,高利
Renowned,高名
parents,高堂
elderly,高年
Pride,高慢
Higher,高次
Senior Student,高足
Gao Mai,高邁
Monsters,魍魎
witch,魔女
Demonic,魔性
fishmeal,魚粉
Fresh,鮮烈
Whale Wave,鯨波
𫚕,鰤
Mai,麻衣
three-way,鼎立
eardrum,鼓膜
snot,鼻水
Disputes,齟齬
