en,ch
Contradictory,相违
Self-examination,省察
between the eyebrows,眉间
signboard,看板
True Suchness,真如
Authenticity,真性
Red sea bream,真鲷
eyes,眼目
A feast for the eyes,眼福
Water Lily,睡莲
meditation,瞑想
tanka,短歌
stonemason,石工
rock garden,石庭
sarcophagus,石棺
asbestos,石绵
catastrophe,破局
Breaking the precepts,破戒
debris,破片
Broken Mirror,破镜
nitric acid,硝酸
hard water,硬水
Hardcore,硬派
Hard Pen,硬笔
blue eyes,碧眼
magnetic force,磁力
magnetic pole,磁极
magnet,磁石
upright,磊落
Manifestation,示现
Prayer,祈愿
immortal,神仙
Artifact,神器
Solemn,神妙
deity,神格
deities,神祇
clergy,神职
Festival,祭典
sacrificial vessels,祭器
sacrifice,祭祀
Prohibition,禁制
fishing ban,禁渔
No alcohol,禁酒
Private Message,私信
Private Server,私服
private law,私法
Second hand,秒针
secret techniques,秘技
Migration,移住
transposition,移调
crude,稚拙
Practice,稽古
cereal,谷类
Years,积年
drilling,穿凿
Statue,立像
virginity,童贞
Terminals,端子
End,端绪
race walking,竞走
childhood sweetheart,竹马
comedy,笑剧
Pen Power,笔力
conversation by writing,笔谈
Equation,等式
Strategist,策士
Strategy,策谋
abacus,算盘
My humble opinion,管见
Miniature garden,箱庭
Morality,节操
fortification,筑城
Dedicated,笃志
bookkeeping,簿记
rice warehouse,米仓
rice bran,米糠
essential oils,精油
settlement,精算
Rice polishing,精米
Spirit,精魂
carbohydrate,糖类
feces and urine,粪尿
Red Tide,红潮
Coat of Arms,纹章
Pure Love,纯爱
Paper Fish,纸鱼
amateur,素人
bare hands,素手
plain noodles,素面
Purpura,紫斑
Perilla,紫苏
Progressive,累进
Details,细目
Details,细部
Endgame,终局
form a cabinet,组阁
Conclusion,结末
barrier,结界
nodules,结节
strangulation,绞杀
control,统制
Integration,统合
Rule,统御
Command,统率
Mesh,网目
Omentum,网膜
dense,绵密
Incense sticks,线香
Contracting,缔约
Compiled,编著
Urgent,缓急
Experienced,练达
dense,致密
Penalties,罚则
amniotic fluid,羊水
Midea,美的
Good story,美谈
Group Theory,群论
stepmother,义母
prosthetic limbs,义肢
emergence,羽化
calligraphy,习字
elder,老人
Old age,老境
Wife,老婆
consider,考虑
Durability,耐久
Water resistant,耐水
refractory,耐火
Heat resistant,耐热
Indulgence,耽溺
Danmei,耽美
Holy Scripture,圣典
hymn,圣歌
Priesthood,圣职
Holy Miracles,圣迹
workplace,职场
Flesh,肉感
meat juice,肉汁
gastric juice,胃液
stomachache,胃痛
betrayal,背信
spine,背骨
fetal movement,胎动
viviparous,胎生
germ,胚芽
afterbirth,胞衣
cucumber,胡瓜
sesame,胡麻
thoracic,胸椎
thymus,胸腺
pleura,胸膜
sternum,胸骨
pulsation,脉动
renal pelvis,肾盂
rancid,腐臭
hip bones,腰骨
Intestinal tract,肠管
ascites,腹水
peritoneum,腹膜
conjecture,臆见
vassal,臣下
Loss of consciousness,自失
self-discipline,自律
nature,自然
Self-destruction,自爆
Supreme,至高
Maiko,舞妓
Ship registry,船籍
bridge,舰桥
Ship,舰船
shipborne,舰载
beloved,良人
color blindness,色弱
Eyes,色目
inflorescence,花序
firework,花火
Entertainment District,花街
Oiran,花魁
seedbed,苗床
Predicament,苦境
Complaints,苦情
Herbs,草本
herbivorous,草食
load,荷重
fungus,菌类
Chinese,华族
Rockfall,落石
failing,落第
vein,叶脉
folic acid,叶酸
book,著作
Famous,著名
Writing a book,著书
writing,著述
Pueraria root,葛根
conflict,葛藤
Funeral,葬仪
funeral,葬式
Ignorance,蒙昧
Konjac,蒟蒻
Kamaboko,蒲鉾
transpiration,蒸散
accumulation,蓄积
small profits,薄利
Unfortunate fate,薄命
Unfortunate,薄幸
fickle,薄情
dusk,薄暮
potato,薯蓣
algae,藻类
Su Sheng,苏生
bedding,蕴蓄
iris,虹彩
Rainbow,虹鳟
meandering,蛇行
superfluous,蛇足
uprising,蜂起
mandarin oranges,蜜柑
dragonfly,蜻蛉
Harmony,融和
Melting,融解
flexibility,融通
hematuria,血尿
vampires,血族
thrombus,血栓
hematoma,血肿
peddler,行商
Between the lines,行间
topsoil,表土
Notation,表记
Phonetic,表音
bedding,被服
reinforcement,补强
patch,补缀
Complementary colors,补色
naked eye,裸眼
Compound interest,复利
compound eyes,复眼
Double track,复线
watermelon,西瓜
West end,西端
Abstract,要旨
Regulation,规制
law,规律
Regulation,规正
Regulations,规约
Parallax,视差
dear,亲爱
Kin,亲族
Friendly,亲睦
wrestling,角力
Antipyretic,解热
Termination,解约
dissociation,解离
Statement,言明
Instructions,训示
Notation,记法
Betrothal,许嫁
Appeal,诉求
fraud,诈取
fraud,诈欺
Prototype,试作
Audition,试演
Tasting,试饮
Talking skills,话术
pledge,誓约
Abduction,诱拐
End of sentence,语尾
Etymology,语源
misprint,误植
Misuse,误用
Tuition,课金
Tuning,调律
tuning,调音
On the Law,论法
banter,谐谑
edict,谕旨
Various,诸般
Lecture,讲筵
Lectures,讲习
Insight,识见
agreed,议定
seats,议席
Resolution,议决
House of Representatives,议院
calumny,谗言
soy milk,豆乳
soybean oil,豆油
Luxurious,豪奢
heavy rain,豪雨
Scallop,贝柱
chaebol,财阀
poor and weak,贫弱
Poverty,贫相
Buying sex,买春
cost,费用
qualifications,资格
wise,贤明
Quality,质素
red tide,赤潮
Lean meat,赤身
Assigned,赴任
Brushed,起毛
Crossing borders,越境
vaulting horse,跳马
Toka,踏歌
Trampling,踏袭
Hesitation,踯躅
Military Merit,军功
Military Affairs,军务
Military power,军势
naval port,军港
imposing,轩昂
ointment,软膏
Poor,较差
Crop rotation,轮作
round robin,轮唱
Locomotive,辘轳
Farming,农事
Farm,农园
farmland,农地
circuitous,迂阔
Near East,近东
offshore,近海
shortcut,近道
Recently,近顷
predicate,述语
camouflage,迷彩
Follow-up,追记
ratification,追认
Retirement,退任
Leave,退席
retreat,退散
regression,退行
Evacuation,退避
Discharge,退院
Counterattack,逆袭
sequentially,逐次
Usually,通例
commute,通勤
wake,通夜
ultimatum,通牒
rapid fire,速射
Linkage,连动
unity,连合
losing streak,连败
Lian Ge,连歌
Forsythia,连翘
Water ingress,进水
Advice,进言
Approach,进路
Anecdotes,逸话
sports,运动
Fortune,运势
Fate,运命
overheat,过热
Taoist Priest,道长
Expert,达人
Disharmony,违和
Remote Cause,远因
long-term considerations,远虑
Appropriate,适切
Eligibility,适格
Suffering,遭难
posthumous works,遗作
Remaining Ink,遗墨
Legacy,遗志
grudge,遗恨
Survivors,遗族
posthumous manuscripts,遗稿
Legacy,遗训
remains,遗骨
remains,遗骸
Return to secular life,还俗
heretical,邪道
obstacle,邪魔
category,部类
consider,酌量
Cooperate,配合
Color,配色
drunkenness,酩酊
enzyme,酵素
cruel,酷烈
Daigo,醍醐
Ugly,丑态
bigamy,重婚
Important Cultural Property,重文
heavy oil,重油
Reprint,重版
heavy artillery,重炮
important officials,重臣
burden,重荷
Heavy Responsibility,重责
Wild Fun,野趣
kumquat,金柑
gold foil,金箔
Amount,金额
fishing tackle,钓具
lily of the valley,铃兰
Silver River,银汉
Silver,银制
Gong,铜锣
Koi,锦鲤
intricate,错综
optical illusion,错视
analgesia,镇痛
long handle,长柄
Long Objects,长物
eldest son,长男
feldspar,长石
long sleeves,长袖
Nagano,长野
boots,长靴
Sect,门派
Threshold,门限
atresia,闭锁
Lecture,开讲
Leisure,闲居
Sinecures,闲职
Leisurely,闲雅
Interlude,间奏
Cabinet ministers,阁僚
Cabinet meeting,阁议
Disaster Prevention,防灾
surrender,降伏
demotion,降格
weeding,除草
petition,陈情
potter,陶工
Land transportation,陆运
Yang Yan,阳炎
barrier,障壁
Masato,雅人
Intensive,集约
daisy,雏菊
Weaning,离乳
clutch,离合
Imperial Villa,离宫
outlying islands,离岛
Difficult to understand,难解
rain gear,雨具
Mica,云母
Thunderbird,雷鸟
Potential,电位
Charge,电荷
ionization,电离
epicenter,震源
earthquake,震灾
frost and snow,霜雪
Non-nuclear,非核
Criticism,非难
resemblance,面影
Kurama,鞍马
castigate,鞭挞
tuning fork,音叉
Range,音域
temperament,音律
sound waves,音波
tone deaf,音痴
pitch,音程
Speed ​​of Sound,音速
rhythm,韵律
verse,韵文
Top hat,顶戴
Ranking,顺位
Sequential,顺次
setbacks,顿挫
Possession,领有
skull,头盖
Head,头角
Head-heavy,头重
Frequency,频度
Classified Books,类书
concern,顾虑
scenery,风光
terroir,风土
Feng Shui,风水
Wind Point,风穴
Rumor,风闻
Feng Zhi,风致
Wind evil,风邪
dashing,飒爽
Scattering,飞散
Droplets,飞沫
food,食料
ingredients,食材
hunger,饥饿
Feeding,饲育
Bakery,饼屋
beekeeping,养蜂
Hungry Ghost,饿鬼
Farewell,饯别
Feast,飨宴
first place,首位
First round,首轮
Horse harness,马具
Ma Zi,马子
red deer,马鹿
residency,驻留
ribs,骨子
Bone Method,骨法
Skeleton,骸骨
high interest,高利
Renowned,高名
parents,高堂
elderly,高年
Pride,高慢
Higher,高次
Senior Student,高足
Gao Mai,高迈
Monsters,魍魉
witch,魔女
Demonic,魔性
fishmeal,鱼粉
Fresh,鲜烈
Whale Wave,鲸波
𫚕,𫚕
Mai,麻衣
three-way,鼎立
eardrum,鼓膜
snot,鼻水
Disputes,龃龉
